,Name,From,To,Height,Weight,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
bowenbr01 2000,Bruce Bowen,1997,2009,6-7,185,28,MIA,NBA,SF,10,0,15.7,1.0,2.7,.370,0.5,2.2,.227,0.5,0.5,1.000,.463,1.0,1.6,.625,0.1,0.9,1.0,0.8,0.7,0.4,0.6,2.7,3.5
bowenbr01 2001,Bruce Bowen,1997,2009,6-7,185,29,MIA,NBA,SF,3,3,19.3,1.7,5.3,.313,0.7,2.7,.250,1.0,2.7,.375,.375,0.0,0.0,,0.3,0.3,0.7,0.7,0.7,0.7,0.7,2.7,4.0
bowenbr01 2002,Bruce Bowen,1997,2009,6-7,185,30,SAS,NBA,SF,10,10,34.5,2.5,6.1,.410,1.1,2.5,.440,1.4,3.6,.389,.500,0.7,1.4,.500,0.9,2.4,3.3,1.4,1.1,0.7,0.7,2.8,6.8
bowenbr01 2003,Bruce Bowen,1997,2009,6-7,185,31,SAS,NBA,SF,24,24,31.3,2.3,6.0,.372,1.5,3.3,.438,0.8,2.7,.292,.493,1.0,1.8,.548,0.6,2.3,2.9,1.6,0.8,0.7,0.6,2.2,6.9
bowenbr01 2004,Bruce Bowen,1997,2009,6-7,185,32,SAS,NBA,SF,10,10,29.8,2.3,6.3,.365,1.1,2.9,.379,1.2,3.4,.353,.452,0.3,1.3,.231,0.6,2.3,2.9,1.0,0.4,0.3,0.4,2.4,6.0
bowenbr01 2005,Bruce Bowen,1997,2009,6-7,185,33,SAS,NBA,SF,23,23,35.4,2.0,5.6,.359,1.3,2.9,.433,0.7,2.7,.279,.473,0.5,0.7,.647,0.4,2.5,2.9,1.6,0.5,0.6,0.7,3.3,5.7
bowenbr01 2006,Bruce Bowen,1997,2009,6-7,185,34,SAS,NBA,SF,13,13,34.0,2.5,4.7,.525,1.2,2.3,.500,1.3,2.4,.548,.648,0.1,0.2,.500,0.5,1.7,2.2,1.2,0.8,0.6,0.7,3.2,6.2
bowenbr01 2007,Bruce Bowen,1997,2009,6-7,185,35,SAS,NBA,SF,20,20,34.5,2.4,6.0,.395,1.7,3.7,.446,0.7,2.3,.311,.534,0.2,0.3,.500,0.6,3.5,4.1,1.3,1.4,0.2,0.7,2.7,6.5
bowenbr01 2008,Bruce Bowen,1997,2009,6-7,185,36,SAS,NBA,SF,17,17,29.9,2.2,5.5,.398,1.3,3.2,.407,0.9,2.3,.385,.516,0.5,0.6,.727,0.1,1.8,1.9,1.4,0.6,0.4,0.5,2.4,6.1
bowenbr01 2009,Bruce Bowen,1997,2009,6-7,185,37,SAS,NBA,SF,5,2,26.0,1.4,2.6,.538,1.0,1.8,.556,0.4,0.8,.500,.731,0.4,0.4,1.000,0.0,3.0,3.0,0.6,0.6,0.0,0.6,2.0,4.2
bowmair01 2000,Ira Bowman,2000,2002,6-5,195,26,PHI,NBA,SG,7,0,1.6,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,.000,0.0,0.3,.000,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
bowento01 1968,Tommie Bowens,1968,1970,6-8,220,27,DNR,ABA,PF,5,,18.8,2.8,6.2,.452,0.0,0.2,.000,2.8,6.0,.467,.452,0.4,0.4,1.000,,,5.0,1.0,,,1.2,3.4,6.0
bowiesa01 1985,Sam Bowie,1985,1995,7-1,235,23,POR,NBA,C,9,9,28.8,2.9,6.6,.441,0.0,0.0,,2.9,6.6,.441,.441,1.6,2.8,.560,1.8,6.7,8.4,2.3,0.4,2.3,1.3,4.0,7.3
bowiesa01 1989,Sam Bowie,1985,1995,7-1,235,27,POR,NBA,C,3,1,22.3,4.0,9.3,.429,0.3,0.7,.500,3.7,8.7,.423,.446,2.0,2.7,.750,3.3,3.3,6.7,1.0,0.0,2.3,1.0,2.7,10.3
bowiesa01 1992,Sam Bowie,1985,1995,7-1,235,30,NJN,NBA,C,4,4,28.0,3.5,8.3,.424,0.3,0.5,.500,3.3,7.8,.419,.439,2.0,3.0,.667,2.0,2.8,4.8,2.3,0.8,0.8,1.3,4.8,9.3
bowiesa01 1993,Sam Bowie,1985,1995,7-1,235,31,NJN,NBA,C,3,3,23.7,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,0.7,0.7,1.000,0.7,3.3,4.0,0.7,2.0,0.3,1.3,3.0,3.3
bowiesa01 1995,Sam Bowie,1985,1995,7-1,235,33,LAL,NBA,C,10,0,13.5,0.8,3.0,.267,0.0,0.0,,0.8,3.0,.267,.267,0.5,0.5,1.000,1.3,2.0,3.3,0.3,0.1,0.9,0.6,2.5,2.1
bowenry01 2004,Ryan Bowen,2000,2010,6-7,215,28,DEN,NBA,PF,4,0,1.5,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
bowenry01 2005,Ryan Bowen,2000,2010,6-7,215,29,HOU,NBA,SF,7,3,17.9,1.1,3.6,.320,0.0,0.0,,1.1,3.6,.320,.320,0.3,0.4,.667,1.0,1.0,2.0,0.9,0.9,0.0,0.9,3.3,2.6
bowenry01 2008,Ryan Bowen,2000,2010,6-7,215,32,NOH,NBA,SF,9,0,4.3,0.1,0.7,.167,0.0,0.1,.000,0.1,0.6,.200,.167,0.2,0.2,1.000,0.3,1.2,1.6,0.2,0.1,0.0,0.1,0.1,0.4
bowenry01 2009,Ryan Bowen,2000,2010,6-7,215,33,NOH,NBA,SF,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bowiean01 1990,Anthony Bowie,1989,1998,6-6,190,26,HOU,NBA,SG,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
bowiean01 1994,Anthony Bowie,1989,1998,6-6,190,30,ORL,NBA,SG,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
bowiean01 1995,Anthony Bowie,1989,1998,6-6,190,31,ORL,NBA,SG,17,0,6.9,1.2,2.5,.500,0.3,0.4,.714,0.9,2.1,.457,.560,0.5,0.5,.889,0.2,0.5,0.7,1.1,0.1,0.1,0.5,1.4,3.2
bowiean01 1996,Anthony Bowie,1989,1998,6-6,190,32,ORL,NBA,SG,12,1,12.7,1.1,2.3,.481,0.0,0.0,,1.1,2.3,.481,.481,0.3,0.3,1.000,0.3,1.2,1.4,1.2,0.3,0.2,0.4,1.3,2.5
bowiean01 1998,Anthony Bowie,1989,1998,6-6,190,34,NYK,NBA,SG,7,0,3.3,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.6,0.6
bowmana01 1968,Nate Bowman,1967,1972,6-10,230,24,NYK,NBA,C,1,,6.0,0.0,4.0,.000,,,,0.0,4.0,.000,.000,0.0,0.0,,,,3.0,0.0,,,,1.0,0.0
bowmana01 1969,Nate Bowman,1967,1972,6-10,230,25,NYK,NBA,C,10,,6.2,0.4,1.5,.267,,,,0.4,1.5,.267,.267,0.3,0.3,1.000,,,3.2,0.3,,,,1.6,1.1
bowmana01 1970,Nate Bowman,1967,1972,6-10,230,26,NYK,NBA,C,18,,7.1,1.0,2.6,.383,,,,1.0,2.6,.383,.383,0.4,0.6,.700,,,2.4,0.3,,,,1.9,2.4
boycedo01 1996,Donnie Boyce,1996,1997,6-5,196,22,ATL,NBA,SG,1,0,2.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boykiea01 2004,Earl Boykins,1999,2012,5-5,135,27,DEN,NBA,SG,5,0,24.2,5.6,12.6,.444,1.0,2.8,.357,4.6,9.8,.469,.484,1.2,1.4,.857,1.2,1.2,2.4,3.8,1.0,0.2,1.2,1.2,13.4
boykiea01 2005,Earl Boykins,1999,2012,5-5,135,28,DEN,NBA,PG,5,1,30.4,5.4,13.6,.397,0.0,1.4,.000,5.4,12.2,.443,.397,3.4,3.8,.895,0.4,0.6,1.0,3.8,0.8,0.2,1.8,2.6,14.2
boykiea01 2006,Earl Boykins,1999,2012,5-5,135,29,DEN,NBA,PG,5,0,28.0,3.8,11.8,.322,0.8,3.8,.211,3.0,8.0,.375,.356,2.6,3.4,.765,0.6,0.8,1.4,4.0,0.8,0.0,0.6,1.2,11.0
bracest01 1973,Steve Bracey,1973,1975,6-1,175,22,ATL,NBA,PG,6,,20.5,4.0,7.8,.511,,,,,,,,1.8,2.7,.688,,,2.2,3.3,,,,2.2,9.8
bracest01 1975,Steve Bracey,1973,1975,6-1,175,24,GSW,NBA,SG,4,,3.5,0.8,1.8,.429,,,,,,,,1.0,1.0,1.000,0.0,0.3,0.3,0.8,0.8,0.0,,0.3,2.5
braddga01 1965,Gary Bradds,1965,1971,6-8,210,22,BAL,NBA,SF,1,,5.0,2.0,3.0,.667,,,,2.0,3.0,.667,.667,2.0,2.0,1.000,,,2.0,0.0,,,,0.0,6.0
braddga01 1969,Gary Bradds,1965,1971,6-8,210,26,OAK,ABA,PF,16,,32.3,7.6,15.8,.478,0.0,0.0,,7.6,15.8,.478,.478,5.4,6.4,.835,,,10.1,0.9,,,2.1,4.1,20.5
braddga01 1970,Gary Bradds,1965,1971,6-8,210,27,WSA,ABA,PF,6,,19.3,4.2,10.2,.410,0.2,0.2,1.000,4.0,10.0,.400,.418,1.0,2.0,.500,,,2.8,0.5,,,1.8,2.8,9.5
bradlch01 1982,Charles Bradley,1982,1984,6-5,215,22,BOS,NBA,SG,7,,2.6,0.3,1.1,.250,0.0,0.0,,0.3,1.1,.250,.250,0.0,0.3,.000,0.1,0.6,0.7,0.1,0.1,0.0,0.6,0.9,0.6
bradlch01 1983,Charles Bradley,1982,1984,6-5,215,23,BOS,NBA,SG,2,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bradlbi01 1968,Bill Bradley,1968,1977,6-5,205,24,NYK,NBA,SF,6,,10.7,2.0,4.7,.429,,,,,,,,1.5,2.2,.692,,,1.0,0.3,,,,1.2,5.5
bradlbi01 1969,Bill Bradley,1968,1977,6-5,205,25,NYK,NBA,SF,10,,41.9,6.5,14.1,.461,,,,,,,,3.0,3.9,.769,,,7.3,4.0,,,,3.8,16.0
bradlbi01 1970,Bill Bradley,1968,1977,6-5,205,26,NYK,NBA,SF,19,,32.4,5.3,12.3,.429,,,,,,,,1.8,2.3,.814,,,3.8,3.2,,,,3.1,12.4
bradlbi01 1971,Bill Bradley,1968,1977,6-5,205,27,NYK,NBA,SF,12,,30.7,4.7,11.0,.424,,,,,,,,1.2,1.6,.737,,,3.4,3.6,,,,3.3,10.5
bradlbi01 1972,Bill Bradley,1968,1977,6-5,205,28,NYK,NBA,SF,16,,37.1,6.6,14.2,.467,,,,,,,,2.9,3.5,.839,,,2.9,3.4,,,,4.1,16.2
bradlbi01 1973,Bill Bradley,1968,1977,6-5,205,29,NYK,NBA,SF,17,,34.5,5.8,13.0,.448,,,,,,,,2.4,2.9,.800,,,3.4,2.6,,,,3.5,14.0
bradlbi01 1974,Bill Bradley,1968,1977,6-5,205,30,NYK,NBA,SF,12,,35.4,5.3,13.3,.396,,,,,,,,2.1,2.4,.862,0.7,1.7,2.3,1.1,0.6,0.3,,3.3,12.6
bradlbi01 1975,Bill Bradley,1968,1977,6-5,205,31,NYK,NBA,SF,3,,29.3,3.0,8.0,.375,,,,,,,,0.7,0.7,1.000,1.3,1.7,3.0,2.0,0.7,0.0,,1.7,6.7
bradlal01 1979,Alonzo Bradley,1978,1980,6-6,190,25,HOU,NBA,SF,1,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bradlal01 1980,Alonzo Bradley,1978,1980,6-6,190,26,HOU,NBA,SF,4,,3.8,1.5,2.3,.667,0.3,0.3,1.000,1.3,2.0,.625,.722,0.8,1.3,.600,0.3,0.5,0.8,0.3,0.3,0.0,0.0,0.5,4.0
bradlbi02 1968,Bill Bradley,1968,1968,5-11,165,26,KEN,ABA,SG,2,,4.5,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.0,1.000,,,0.5,0.5,,,0.0,1.5,3.0
bradlav01 2012,Avery Bradley,2011,2022,6-3,180,21,BOS,NBA,PG,10,10,24.8,2.5,6.8,.368,0.5,2.2,.227,2.0,4.6,.435,.404,1.2,1.8,.667,0.3,1.7,2.0,0.8,0.8,0.6,1.0,2.0,6.7
bradlav01 2013,Avery Bradley,2011,2022,6-3,180,22,BOS,NBA,PG,6,6,31.8,2.8,7.0,.405,0.3,1.3,.250,2.5,5.7,.441,.429,0.7,0.7,1.000,0.5,1.7,2.2,1.3,1.8,0.2,1.8,1.8,6.7
bradlav01 2015,Avery Bradley,2011,2022,6-3,180,24,BOS,NBA,SG,4,4,33.3,4.8,12.5,.380,1.3,4.8,.263,3.5,7.8,.452,.430,1.5,1.8,.857,0.8,3.0,3.8,0.8,0.8,0.0,0.8,3.3,12.3
bradlav01 2016,Avery Bradley,2011,2022,6-3,180,25,BOS,NBA,SG,1,1,33.0,7.0,16.0,.438,1.0,7.0,.143,6.0,9.0,.667,.469,3.0,3.0,1.000,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,18.0
bradlav01 2017,Avery Bradley,2011,2022,6-3,180,26,BOS,NBA,SG,18,18,35.8,6.7,15.1,.441,2.2,6.3,.351,4.4,8.8,.506,.515,1.2,1.5,.778,1.0,2.9,3.9,2.3,1.3,0.2,1.7,2.2,16.7
bradlji01 1974,Jim Bradley,1974,1976,6-8,215,21,KEN,ABA,SF,8,,20.3,3.4,8.6,.391,0.0,0.0,,3.4,8.6,.391,.391,0.8,1.4,.545,1.3,3.6,4.9,1.0,0.4,0.6,1.6,2.6,7.5
bradlji01 1975,Jim Bradley,1974,1976,6-8,215,22,KEN,ABA,PF,4,,5.0,0.0,1.8,.000,0.0,0.0,,0.0,1.8,.000,.000,0.3,0.5,.500,0.8,1.0,1.8,0.8,0.3,0.0,0.5,0.8,0.3
bradldu01 1981,Dudley Bradley,1980,1989,6-6,195,23,IND,NBA,SG,2,,9.5,1.5,4.5,.333,0.5,0.5,1.000,1.0,4.0,.250,.389,1.0,1.0,1.000,0.5,0.5,1.0,1.0,1.0,0.0,2.5,2.0,4.5
bradldu01 1982,Dudley Bradley,1980,1989,6-6,195,24,PHO,NBA,SG,7,,3.4,0.3,1.1,.250,0.0,0.0,,0.3,1.1,.250,.250,0.1,0.1,1.000,0.0,0.1,0.1,0.7,0.1,0.1,0.7,0.4,0.7
bradldu01 1985,Dudley Bradley,1980,1989,6-6,195,27,WSB,NBA,SG,4,0,10.3,1.3,2.3,.556,0.3,1.3,.200,1.0,1.0,1.000,.611,0.8,1.0,.750,0.5,1.0,1.5,1.5,0.5,0.0,1.3,1.3,3.5
bradldu01 1986,Dudley Bradley,1980,1989,6-6,195,28,WSB,NBA,SG,5,0,16.4,2.4,5.8,.414,0.6,2.0,.300,1.8,3.8,.474,.466,1.2,1.8,.667,0.4,0.6,1.0,1.4,1.0,0.0,1.4,2.8,6.6
bradldu01 1987,Dudley Bradley,1980,1989,6-6,195,29,MIL,NBA,SG,12,0,3.8,0.3,0.9,.364,0.0,0.5,.000,0.3,0.4,.800,.364,0.1,0.2,.500,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.8,0.8
bradlmi01 2002,Michael Bradley,2002,2006,6-10,245,22,TOR,NBA,PF,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
bradlto01 2018,Tony Bradley,2018,2022,6-10,248,20,UTA,NBA,C,1,0,2.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
bradlto01 2020,Tony Bradley,2018,2022,6-10,248,22,UTA,NBA,C,6,0,8.0,0.3,1.5,.222,0.0,0.0,,0.3,1.5,.222,.222,0.8,1.2,.714,1.7,2.2,3.8,0.2,0.3,0.3,0.7,0.7,1.5
bradlsh01 2001,Shawn Bradley,1994,2005,7-6,235,28,DAL,NBA,C,10,10,25.6,2.7,5.1,.529,0.0,0.0,,2.7,5.1,.529,.529,1.0,1.3,.769,2.4,4.7,7.1,0.5,0.4,3.0,1.0,3.7,6.4
bradlsh01 2002,Shawn Bradley,1994,2005,7-6,235,29,DAL,NBA,C,7,0,3.6,0.4,0.9,.500,0.0,0.0,,0.4,0.9,.500,.500,0.0,0.0,,0.1,0.6,0.7,0.0,0.0,0.1,0.1,1.3,0.9
bradlsh01 2003,Shawn Bradley,1994,2005,7-6,235,30,DAL,NBA,C,17,7,14.5,1.2,2.9,.400,0.0,0.1,.000,1.2,2.9,.408,.400,0.5,0.7,.750,1.4,2.5,3.8,0.3,0.2,0.8,0.9,2.8,2.9
bradlsh01 2004,Shawn Bradley,1994,2005,7-6,235,31,DAL,NBA,C,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
bradlsh01 2005,Shawn Bradley,1994,2005,7-6,235,32,DAL,NBA,C,7,0,3.9,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.1,0.3,.500,0.6,0.3,0.9,0.0,0.0,0.3,0.0,1.0,1.3
brandel01 2006,Elton Brand,2000,2016,6-8,275,26,LAC,NBA,PF,12,12,43.1,10.3,18.8,.551,0.0,0.1,.000,10.3,18.7,.554,.551,4.8,6.3,.750,4.3,6.0,10.3,4.0,0.9,2.6,2.4,2.8,25.4
brandel01 2011,Elton Brand,2000,2016,6-8,275,31,PHI,NBA,PF,5,5,37.0,6.8,12.4,.548,0.0,0.0,,6.8,12.4,.548,.548,2.0,2.6,.769,2.4,6.0,8.4,0.6,0.4,1.2,0.8,4.2,15.6
brandel01 2012,Elton Brand,2000,2016,6-8,275,32,PHI,NBA,C,13,13,27.4,3.5,7.6,.465,0.0,0.0,,3.5,7.6,.465,.465,1.5,2.5,.625,1.7,3.2,4.8,0.5,0.8,1.5,0.5,2.8,8.6
brandel01 2014,Elton Brand,2000,2016,6-8,275,34,ATL,NBA,C,7,0,11.6,0.3,1.7,.167,0.0,0.0,,0.3,1.7,.167,.167,0.6,0.7,.800,1.0,2.3,3.3,0.9,0.1,0.9,0.0,1.4,1.1
brandel01 2015,Elton Brand,2000,2016,6-8,275,35,ATL,NBA,C,3,0,1.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,0.3
brancad01 1987,Adrian Branch,1987,1990,6-7,185,23,LAL,NBA,SF,11,0,3.8,0.4,1.9,.190,0.0,0.1,.000,0.4,1.8,.200,.190,0.5,1.1,.500,0.3,0.6,0.9,0.5,0.2,0.0,0.5,0.9,1.3
brancad01 1989,Adrian Branch,1987,1990,6-7,185,25,POR,NBA,SF,1,0,5.0,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,.000,2.0,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
brantja01 2020,Jarrell Brantley,2020,2021,6-5,250,23,UTA,NBA,PF,2,0,6.5,0.0,2.5,.000,0.0,1.5,.000,0.0,1.0,.000,.000,0.5,1.0,.500,1.5,0.5,2.0,1.0,0.0,0.5,0.5,2.0,0.5
brantja01 2021,Jarrell Brantley,2020,2021,6-5,250,24,UTA,NBA,PF,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5
brannbo01 1950,Bob Brannum,1950,1955,6-5,215,23,SHE,NBA,PF,3,,,5.0,14.3,.349,,,,,,,,4.3,6.7,.650,,,,3.7,,,,5.3,14.3
brannbo01 1952,Bob Brannum,1950,1955,6-5,215,25,BOS,NBA,PF,3,,16.0,1.3,4.0,.333,,,,,,,,0.3,2.0,.167,,,3.3,1.0,,,,5.3,3.0
brannbo01 1953,Bob Brannum,1950,1955,6-5,215,26,BOS,NBA,PF,6,,13.8,2.0,3.8,.522,,,,,,,,1.2,1.8,.636,,,3.5,1.7,,,,3.8,5.2
brannbo01 1954,Bob Brannum,1950,1955,6-5,215,27,BOS,NBA,PF,6,,22.7,1.8,6.3,.289,,,,,,,,1.0,1.8,.545,,,7.5,1.7,,,,4.8,4.7
brannbo01 1955,Bob Brannum,1950,1955,6-5,215,28,BOS,NBA,PF,7,,32.1,3.7,8.7,.426,,,,,,,,1.6,2.7,.579,,,11.3,1.9,,,,4.6,9.0
bransje01 1968,Jesse Branson,1966,1968,6-7,195,26,NOB,ABA,SF,17,,23.6,3.6,9.1,.394,0.0,0.2,.000,3.6,8.9,.401,.394,4.2,5.1,.816,,,6.0,1.2,,,1.8,3.6,11.4
brandte01 1992,Terrell Brandon,1992,2002,5-11,180,21,CLE,NBA,PG,12,0,13.1,1.8,4.6,.400,0.0,0.3,.000,1.8,4.3,.423,.400,0.3,0.3,.750,0.3,1.5,1.8,2.5,0.3,0.1,0.9,1.4,3.9
brandte01 1993,Terrell Brandon,1992,2002,5-11,180,22,CLE,NBA,PG,8,0,16.5,2.5,5.8,.435,0.3,0.6,.400,2.3,5.1,.439,.457,1.1,1.1,1.000,0.5,1.6,2.1,2.1,0.9,0.4,1.8,0.8,6.4
brandte01 1994,Terrell Brandon,1992,2002,5-11,180,23,CLE,NBA,PG,3,0,18.7,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,0.7,1.0,.667,0.3,1.0,1.3,1.7,0.3,0.0,0.3,0.3,8.7
brandte01 1996,Terrell Brandon,1992,2002,5-11,180,25,CLE,NBA,PG,3,3,41.7,7.0,15.7,.447,1.0,3.0,.333,6.0,12.7,.474,.479,4.3,5.0,.867,0.3,2.7,3.0,8.0,1.3,0.3,3.7,3.3,19.3
brandte01 1999,Terrell Brandon,1992,2002,5-11,180,28,MIN,NBA,PG,4,4,40.3,7.8,17.3,.449,0.8,1.3,.600,7.0,16.0,.438,.471,3.0,3.3,.923,0.5,7.0,7.5,7.0,2.3,0.5,3.5,2.8,19.3
brandte01 2000,Terrell Brandon,1992,2002,5-11,180,29,MIN,NBA,PG,4,4,40.5,8.0,15.8,.508,1.0,2.8,.364,7.0,13.0,.538,.540,2.5,2.8,.909,1.0,4.8,5.8,8.5,0.8,0.0,2.0,2.8,19.5
brandte01 2001,Terrell Brandon,1992,2002,5-11,180,30,MIN,NBA,PG,4,4,38.3,6.8,15.5,.435,1.0,2.3,.444,5.8,13.3,.434,.468,0.8,0.8,1.000,0.5,3.8,4.3,6.3,1.0,0.5,2.0,2.5,15.3
bremejr01 2003,J.R. Bremer,2003,2004,6-2,185,22,BOS,NBA,PG,10,0,14.7,1.6,5.6,.286,0.8,3.2,.250,0.8,2.4,.333,.357,0.7,0.8,.875,0.0,1.5,1.5,1.2,0.3,0.0,0.8,1.2,4.7
brennpe01 1959,Pete Brennan,1959,1959,6-6,205,22,NYK,NBA,,2,,3.0,1.0,3.5,.286,,,,,,,,0.0,0.5,.000,,,2.5,0.0,,,,2.0,2.0
braunca01 1948,Carl Braun,1948,1962,6-5,180,20,NYK,BAA,,3,,,4.0,13.7,.293,,,,,,,,2.0,3.3,.600,,,,0.7,,,,2.0,10.0
braunca01 1949,Carl Braun,1948,1962,6-5,180,21,NYK,BAA,,6,,,5.5,17.0,.324,,,,,,,,8.3,10.3,.806,,,,3.2,,,,3.7,19.3
braunca01 1950,Carl Braun,1948,1962,6-5,180,22,NYK,NBA,,5,,,5.6,13.6,.412,,,,,,,,5.8,7.6,.763,,,,3.8,,,,4.2,17.0
braunca01 1953,Carl Braun,1948,1962,6-5,180,25,NYK,NBA,SG,11,,34.0,4.3,13.2,.324,,,,,,,,4.9,6.1,.806,,,4.0,2.8,,,,4.2,13.5
braunca01 1954,Carl Braun,1948,1962,6-5,180,26,NYK,NBA,SG,4,,31.3,4.5,13.0,.346,,,,,,,,8.8,10.0,.875,,,3.0,2.3,,,,5.5,17.8
braunca01 1955,Carl Braun,1948,1962,6-5,180,27,NYK,NBA,SG,3,,34.3,6.0,14.7,.409,,,,,,,,6.0,6.7,.900,,,4.7,5.3,,,,3.7,18.0
braunca01 1959,Carl Braun,1948,1962,6-5,180,31,NYK,NBA,PG,2,,31.0,6.0,16.0,.375,,,,,,,,4.0,4.5,.889,,,2.0,5.0,,,,2.0,16.0
braunca01 1962,Carl Braun,1948,1962,6-5,180,34,BOS,NBA,PG,6,,7.0,1.8,4.7,.393,,,,,,,,0.5,0.7,.750,,,1.2,0.3,,,,0.5,4.2
bratzmi01 1978,Mike Bratz,1978,1986,6-2,185,22,PHO,NBA,PG,2,,4.5,0.5,2.5,.200,,,,0.5,2.5,.200,.200,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
bratzmi01 1979,Mike Bratz,1978,1986,6-2,185,23,PHO,NBA,PG,15,,19.5,3.8,7.7,.496,,,,3.8,7.7,.496,.496,3.0,3.9,.763,0.7,0.7,1.4,2.0,1.0,0.2,1.9,2.8,10.6
bratzmi01 1980,Mike Bratz,1978,1986,6-2,185,24,PHO,NBA,PG,8,,21.1,5.4,10.5,.512,1.1,2.9,.391,4.3,7.6,.557,.565,1.1,1.3,.900,0.8,1.8,2.5,2.0,1.1,0.0,1.6,2.5,13.0
bratzmi01 1982,Mike Bratz,1978,1986,6-2,185,26,SAS,NBA,PG,9,,20.0,1.7,5.8,.288,0.6,2.0,.278,1.1,3.8,.294,.337,0.9,1.1,.800,0.2,1.3,1.6,5.3,1.0,0.0,1.3,2.2,4.8
bratzmi01 1986,Mike Bratz,1978,1986,6-2,185,30,SAC,NBA,PG,3,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.3,0.3,1.000,0.7,0.7,1.3,0.3,0.0,0.0,0.7,0.0,2.3
breweja01 2002,Jamison Brewer,2002,2005,6-4,184,21,IND,NBA,SG,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.5,1.0,.500,1.0,1.0,2.0,0.5,0.0,0.0,0.5,1.5,0.5
breuera01 1984,Randy Breuer,1984,1994,7-3,230,23,MIL,NBA,C,12,,5.5,0.9,2.2,.423,0.0,0.0,,0.9,2.2,.423,.423,0.3,0.4,.600,0.5,0.9,1.4,0.3,0.0,0.5,0.2,1.5,2.1
breuera01 1985,Randy Breuer,1984,1994,7-3,230,24,MIL,NBA,C,8,0,13.0,1.9,3.3,.577,0.0,0.0,,1.9,3.3,.577,.577,1.8,2.6,.667,1.1,1.9,3.0,0.0,0.3,0.3,1.0,1.9,5.5
breuera01 1986,Randy Breuer,1984,1994,7-3,230,25,MIL,NBA,C,14,14,22.7,3.3,6.1,.535,0.0,0.0,,3.3,6.1,.535,.535,1.9,2.7,.684,1.4,2.9,4.3,0.8,0.8,1.3,0.9,2.7,8.4
